Topic,Words,Frequency,Timestamp,Name
19,"islamic, islam, muslim, muslims, religion",5,2005.5,19_islamic_islam_muslim_muslims
20,"aid, humanitarian, donors, india, assistance",3,2005.5,20_aid_donors_donor_countries
21,"terrorism, terrorist, islam, muslims, terrorists",10,2005.5,21_terrorism_terrorist_attacks_terrorist...
22,"universities, university, college, faculty, academic",3,2005.5,22_universities_university_academic_facu...
23,"education, vocational, professional, latvia, employers",1,2005.5,23_education_school_students_schools
24,"corruption, corrupt, coalition, bribery, incentives",6,2005.5,24_corruption_corrupt_bribery_bribes
25,"electoral, election, voters, voting, vote",3,2005.5,25_voting_electoral_voters_vote
26,"iraqi, iraqis, iraq, military, america",1,2005.5,26_military_forces_war_army
27,"constitutional, amendment, constitution, quebec, rights",2,2005.5,27_constitutional_constitution_law_court...
28,"japan, korean, korea, japanese, japans",4,2005.5,28_korea_japan_korean_japanese
29,"turkey, turkish, turkeys, syria, reform",4,2005.5,29_turkey_turkish_turkeys_kurdish
30,"education, collegiate, colleges, college, courses",3,2005.5,30_students_education_universities_colle...
31,"teachers, teacher, burnout, teaching, psychological",1,2005.5,31_teachers_teacher_teaching_students
32,"arab, revolt, nationalism, sovereignty, communist",2,2005.5,32_arab_saudi_egypt_aid
33,"environmental, conservation, ecological, ngos, governance",4,2005.5,33_environmental_conservation_biodiversi...
34,"corruption, economic, brazil, economy, ukraine",3,2005.5,34_growth_ukraine_economic_production
35,"asia, asean, asian, chinas, japanese",6,2005.5,35_asean_myanmar_asia_asian
36,"sport, sports, clubs, games, athletes",1,2005.5,36_sports_sport_games_athletes
37,"asb, sustainability, sustainable, knowledge, development",3,2005.5,37_sustainability_sustainable_environmen...
38,"entrepreneurship, entrepreneurial, business, entrepreneurs, entrepreneur",3,2005.5,38_entrepreneurship_entrepreneurial_entr...
39,"marine, fisheries, coastal, sustainable, ecosystems",3,2005.5,39_development_poverty_sustainable_mdgs
40,"kosovo, ungoverned, statelessness, stateless, independence",6,2005.5,40_state_sovereignty_territory_states
41,"vulnerability, disclosure, patch, vulnerabilities, security",2,2005.5,41_intelligence_surveillance_security_pr...
42,"crisis, debt, fiscal, crises, economic",5,2005.5,42_crises_debt_financial_currency
43,"indonesia, indonesian, learners, voters, learning",6,2005.5,43_indonesia_indonesian_indonesias_malay...
44,"diplomacy, diplomats, communication, diplomatic, foreign",3,2005.5,44_diplomacy_diplomatic_diplomats_foreig...
45,"tourism, tourists, tourist, turkish, istanbul",2,2005.5,45_tourism_tourists_tourist_destination
46,"governance, public, governing, private, government",1,2005.5,46_governance_accountability_ngos_democr...
47,"soviet, war, superpowers, gorbachev, communism",1,2005.5,47_soviet_war_us_military
48,"nigeria, nigerias, democracy, governance, nigerian",2,2005.5,48_nigeria_nigerian_nigerias_government
49,"education, universities, university, college, learning",3,2005.5,49_students_education_universities_colle...
50,"crimea, russian, russia, ukraine, ukrainian",4,2005.5,50_russia_ukraine_russian_crimea
51,"nuclear, weapons, deterrence, weapon, uranium",4,2005.5,51_nuclear_weapons_deterrence_war
52,"opportunity, equality, rules, norms, law",3,2005.5,52_moral_legitimacy_autonomy_property
53,"neighborhood, housing, city, neighborhoods, cities",3,2005.5,53_city_cities_urban_neighborhood
54,"federalism, canadian, jurisdictional, provincial, jurisdiction",2,2005.5,54_canadian_federal_canada_government
55,"her, julia, narrator, julias, education",1,2005.5,55_education_educational_students_univer...
56,"qamaa, brazil, america, brazilian, bolivian",2,2005.5,56_brazil_brazilian_brazils_regional
57,"arctic, council, ministerial, observer, maritime",1,2005.5,57_maritime_piracy_sea_inuit
58,"agreement, doha, patent, trade, hivaids",1,2005.5,58_wto_trade_dispute_settlement
60,"church, constitutional, lutheran, icelandic, iceland",3,2005.5,60_law_legal_eu_jurisdiction
61,"scarcity, conflict, land, conflicts, cropland",1,2005.5,61_conflict_violence_peace_conflicts
62,"displacement, disaster, disasters, resettlement, humanitarian",4,2005.5,62_disaster_disasters_earthquake_emergen...
63,"universities, university, education, internationalization, institutions",1,2005.5,63_internationalization_universities_uni...
64,"china, us, world, global, chinese",4,2005.5,64_us_china_world_american
65,"abuse, prisoners, prisoner, torture, legal",1,2005.5,65_copyright_authors_rabbinic_author
68,"leadership, organization, crosscultural, leaders, intercultural",3,2005.5,68_leadership_leaders_leader_organizatio...
69,"heritage, unesco, bioethics, archaeological, artifacts",3,2005.5,69_heritage_cultural_unesco_archaeologic...
71,"ethical, mutual, funds, portfolio, fund",1,2005.5,71_ethical_ethics_moral_business
73,"global, capitalism, socialist, international, globalization",2,2005.5,73_foreign_diplomacy_russia_internationa...
74,"accounting, ethics, standards, iasc, accounts",3,2005.5,74_accounting_standards_accountants_cart...
75,"innovation, innovativeness, technological, innovations, technology",4,2005.5,75_innovation_technology_technological_i...
76,"ingos, ngos, organisation, organisations, organizations",2,2005.5,76_ngos_organizations_nonprofit_ngo
77,"asia, war, hegemony, china, asias",1,2005.5,77_obama_trump_us_war
79,"culture, cultural, political, foreign, identity",3,2005.5,79_culture_cultural_village_community
81,"regional, region, regionalism, economic, pacific",2,2005.5,81_regionalism_regional_regions_european
82,"leadership, organizational, organizations, selznick, leaders",2,2005.5,82_organizations_organizational_organiza...
83,"crime, propensity, policing, criminal, crimes",2,2005.5,83_crime_police_policing_criminal
84,"property, coop, hobbes, evolution, locke",1,2005.5,84_gene_genetic_patent_dna
85,"trust, budget, transparency, accountability, fiscal",3,2005.5,85_trust_accountability_transparency_pub...
86,"eportfolios, graduate, eportfolio, faculty, doctoral",1,2005.5,86_education_tribal_faculty_teaching
87,"engineering, students, professional, education, teaching",2,2005.5,87_engineering_students_engineers_learni...
88,"corporate, stakeholders, responsibility, responsible, stakeholder",3,2005.5,88_corporate_business_responsibility_com...
89,"food, agriculture, card, sustainable, agricultural",2,2005.5,89_agriculture_agricultural_foodservice_...
92,"industrial, asian, industrialization, manufacturing, economies",2,2005.5,92_asian_asia_china_growth
94,"universities, education, university, accreditation, academic",3,2005.5,94_universities_education_university_aca...
95,"policy, party, fianna, ireland, election",4,2005.5,95_policy_foreign_opinion_attitudes
96,"indigenous, mining, australian, australia, legal",2,2005.5,96_australian_australia_australias_indig...
97,"kazakhstan, mongolia, mongolias, soviet, kazakh",2,2005.5,97_kazakhstan_mongolia_uzbekistan_kazakh
98,"military, greece, nato, international, european",5,2005.5,98_states_security_mongolia_mongolias
100,"participatory, participation, civic, projects, village",1,2005.5,100_empowerment_volunteers_participation...
101,"librarians, library, libraries, teaching, professional",1,2005.5,101_library_libraries_consultants_librar...
102,"multilateral, multilateralism, constructivists, neoliberal, institutionalists",1,2005.5,102_multilateral_multilateralism_interna...
103,"reuse, reused, crosslanguage, documents, plagiarism",1,2005.5,103_library_university_mu_libraries
104,"typologies, typology, gore, ads, campaign",2,2005.5,104_sociology_typologies_social_regulati...
105,"water, river, bureau, squawfish, colorado",1,2005.5,105_policy_legislators_rationality_polic...
106,"ethics, companies, corporate, responsibility, company",2,2005.5,106_corporate_companies_corporations_sha...
107,"indigenous, cree, subsaharan, elders, communities",3,2005.5,107_indigenous_peoples_cree_cultural
108,"atheists, atheist, geopolitical, theory, weber",3,2005.5,108_theory_governmentality_political_mac...
109,"lawyering, clients, native, tribal, lawyer",1,2005.5,109_community_lawyering_clients_rights
110,"china, world, countries, chinese, chinas",1,2005.5,110_china_silk_timorleste_language
112,"sars, infectious, influenza, chinas, epidemic",1,2005.5,112_antivenoms_infectious_antivenom_dise...
113,"ingroup, outgroup, muhajir, muhajirs, outgroups",1,2005.5,113_militant_isis_propaganda_jihadist
115,"ecj, eu, european, judicial, citizenship",2,2005.5,115_judicial_eu_ecj_judges
120,"ukraine, debt, loans, credit, bank",1,2005.5,120_bank_pbf_banks_budget
123,"education, globalization, internationalization, marketization, ireland",1,2005.5,123_education_internationalization_stude...
125,"genocide, rwandan, rwanda, ictr, rwandans",1,2005.5,125_genocide_rwanda_rwandan_deadwood
126,"arcadianism, political, knowledge, utopianism, evil",2,2005.5,126_anthropology_art_political_vichy
129,"cyberwar, cyber, attack, cyberspace, attacks",1,2005.5,129_cyber_attack_cyberwar_cyberspace
130,"iran, irans, iraq, iranian, reagan",2,2005.5,130_iran_irans_iranian_gulf
132,"decentralization, empowerment, decentralisation, government, communities",1,2005.5,132_decentralization_normbuilding_govern...
133,"tradp, un, undp, international, organization",1,2005.5,133_un_nations_civilizations_internation...
134,"fiscal, debt, financial, banks, currency",2,2005.5,134_banks_bank_monetary_financial
136,"ngos, sanctions, ngo, efforts, organizations",1,2005.5,136_sanctions_militarization_ngos_mining
137,"energy, coal, gas, renewable, carbon",1,2005.5,137_gas_oil_renewable_biofuels
-1,"were, research, social, their, have",354,2008.4,-1_we_can_more_social
0,"law, legal, court, courts, cases",44,2008.4,0_law_court_courts_legal
1,"media, internet, technology, digital, ict",42,2008.4,1_media_news_internet_digital
2,"eu, european, union, eus, integration",36,2008.4,2_eu_european_eus_europe
3,"migrants, migration, immigrants, immigration, refugees",29,2008.4,3_migration_migrants_immigration_immigra...
4,"africa, african, political, aid, government",23,2008.4,4_african_africa_government_political
5,"china, chinese, chinas, economic, global",16,2008.4,5_china_chinese_chinas_economic
6,"science, research, scientific, journals, researchers",17,2008.4,6_journals_journal_scientists_publicatio...
7,"youth, poverty, children, employment, labour",22,2008.4,7_children_poverty_labor_school
8,"women, gender, womens, cooker, feminist",6,2008.4,8_women_gender_womens_female
9,"climate, emissions, environmental, carbon, impacts",10,2008.4,9_climate_emissions_environmental_carbon
10,"consent, rights, supervision, law, legal",7,2008.4,10_rights_right_consent_law
11,"religious, congregations, religion, church, secular",5,2008.4,11_religious_religion_churches_god
12,"democracy, democratic, political, civic, trust",6,2008.4,12_democracy_political_democratic_partie...
13,"globalization, global, world, economic, international",5,2008.4,13_globalization_global_world_culture
14,"language, teaching, languages, education, teachers",5,2008.4,14_language_languages_teaching_teachers
15,"capital, economic, economics, economists, capitalism",9,2008.4,15_capital_capitalism_economic_economics
16,"albania, eu, herzegovina, bosnia, lithuania",9,2008.4,16_polish_poland_yugoslavia_kosovo
17,"russian, russia, russias, soviet, oil",7,2008.4,17_russian_russia_russias_moscow
18,"credentialing, indicators, data, nurse, nurses",4,2008.4,18_health_care_insurance_healthcare
19,"islamic, islam, muslim, muslims, alqaradawi",12,2008.4,19_islamic_islam_muslim_muslims
20,"aid, donors, recipient, donor, donation",3,2008.4,20_aid_donors_donor_countries
21,"terrorism, terrorist, muslim, attacks, terrorists",4,2008.4,21_terrorism_terrorist_attacks_terrorist...
22,"universities, university, academic, faculty, scientists",10,2008.4,22_universities_university_academic_facu...
23,"education, school, schools, students, educational",7,2008.4,23_education_school_students_schools
24,"corruption, bureaucratic, reform, corrupt, citizencentred",4,2008.4,24_corruption_corrupt_bribery_bribes
25,"mayors, elections, electoral, mps, election",5,2008.4,25_voting_electoral_voters_vote
26,"military, norwegian, dod, war, strategic",7,2008.4,26_military_forces_war_army
27,"constitutional, constitution, courts, constitutionalism, judicial",5,2008.4,27_constitutional_constitution_law_court...
28,"korea, korean, japan, japanese, koreas",9,2008.4,28_korea_japan_korean_japanese
29,"turkey, turkish, turkeys, kurdish, istanbul",6,2008.4,29_turkey_turkish_turkeys_kurdish
30,"students, sinoforeign, colleges, education, chinese",5,2008.4,30_students_education_universities_colle...
31,"teachers, teacher, teaching, students, learners",7,2008.4,31_teachers_teacher_teaching_students
32,"arab, saudi, iran, arabia, kuwait",3,2008.4,32_arab_saudi_egypt_aid
33,"environmental, indigenous, conservation, sustainability, mining",5,2008.4,33_environmental_conservation_biodiversi...
34,"employment, labor, growth, ukraine, production",8,2008.4,34_growth_ukraine_economic_production
35,"asean, myanmar, vietnam, asia, vietnamese",3,2008.4,35_asean_myanmar_asia_asian
36,"sport, sports, clubs, leisure, thoroughbred",5,2008.4,36_sports_sport_games_athletes
37,"sustainableworld, sustainability, sustainable, ecological, environmental",3,2008.4,37_sustainability_sustainable_environmen...
38,"entrepreneurship, entrepreneurial, indigenous, entrepreneurs, business",5,2008.4,38_entrepreneurship_entrepreneurial_entr...
39,"international, statebuilding, law, countries, states",2,2008.4,39_development_poverty_sustainable_mdgs
40,"jurisdiction, authority, territory, secession, states",2,2008.4,40_state_sovereignty_territory_states
41,"surveillance, security, privacy, espionage, government",10,2008.4,41_intelligence_surveillance_security_pr...
42,"crisis, currency, financial, crises, banking",5,2008.4,42_crises_debt_financial_currency
43,"accounting, practitioners, malaysia, accountants, indonesia",1,2008.4,43_indonesia_indonesian_indonesias_malay...
44,"diplomacy, timor, indonesian, indonesia, diplomatic",8,2008.4,44_diplomacy_diplomatic_diplomats_foreig...
45,"tourism, tourists, tourist, destination, travel",8,2008.4,45_tourism_tourists_tourist_destination
46,"governance, university, national, public, government",6,2008.4,46_governance_accountability_ngos_democr...
47,"swiss, soviet, war, switzerland, humanitarianism",4,2008.4,47_soviet_war_us_military
48,"nigeria, ibadan, nigerian, africa, nigerias",5,2008.4,48_nigeria_nigerian_nigerias_government
49,"education, universities, university, college, academic",5,2008.4,49_students_education_universities_colle...
50,"peacekeeping, russia, ukraine, russian, nato",3,2008.4,50_russia_ukraine_russian_crimea
51,"nuclear, weapons, deterrence, deterrent, war",8,2008.4,51_nuclear_weapons_deterrence_war
52,"statistics, african, statisticians, china, institutional",3,2008.4,52_moral_legitimacy_autonomy_property
53,"cities, city, checkpoints, checkpoint, urban",5,2008.4,53_city_cities_urban_neighborhood
54,"canadian, presidential, harper, canada, canadas",3,2008.4,54_canadian_federal_canada_government
55,"education, afghanistan, educational, universities, students",2,2008.4,55_education_educational_students_univer...
56,"brazil, brazilian, regionalism, america, regional",4,2008.4,56_brazil_brazilian_brazils_regional
57,"arctic, sea, jurisdiction, maritime, inuit",3,2008.4,57_maritime_piracy_sea_inuit
58,"wto, appellate, dispute, settlement, agreements",2,2008.4,58_wto_trade_dispute_settlement
59,"ideological, education, culture, academies, chinese",2,2008.4,59_ideological_education_colleges_politi...
60,"law, rights, eu, jurisdiction, contract",4,2008.4,60_law_legal_eu_jurisdiction
61,"conflict, war, rebels, journalism, alliances",4,2008.4,61_conflict_violence_peace_conflicts
62,"disasters, disaster, financing, fiscal, earthquake",3,2008.4,62_disaster_disasters_earthquake_emergen...
63,"internationalization, universities, shandong, university, international",3,2008.4,63_internationalization_universities_uni...
64,"china, taiwanese, taiwan, chinas, chinese",5,2008.4,64_us_china_world_american
65,"industries, copyright, innovation, industry, firms",2,2008.4,65_copyright_authors_rabbinic_author
66,"toilets, sanitation, nairobi, toilet, urban",5,2008.4,66_sanitation_dams_toilets_dam
67,"climate, gas, unfccc, oil, renewable",2,2008.4,67_gas_oil_petroleum_production
68,"robinson, leadership, leaders, montgomery, boycott",3,2008.4,68_leadership_leaders_leader_organizatio...
69,"heritage, hunting, poaching, exhibitions, disney",5,2008.4,69_heritage_cultural_unesco_archaeologic...
70,"outcomes, research, programme, gender, evaluation",5,2008.4,70_evaluation_development_policy_assessm...
71,"ethics, ethical, moral, unethical, business",3,2008.4,71_ethical_ethics_moral_business
72,"war, fathers, wars, sons, intergenerational",2,2008.4,72_war_military_wars_wartime
73,"foreign, mongolia, china, mongolias, russia",6,2008.4,73_foreign_diplomacy_russia_internationa...
75,"innovation, technology, technological, industrial, industrialization",4,2008.4,75_innovation_technology_technological_i...
76,"ngos, nonprofit, organizations, nonprofits, ngo",3,2008.4,76_ngos_organizations_nonprofit_ngo
77,"orend, war, political, security, should",2,2008.4,77_obama_trump_us_war
78,"citizenship, revocation, citizens, citizen, rights",4,2008.4,78_citizenship_citizens_born_citizen
79,"village, culture, ritual, ceremony, cultural",2,2008.4,79_culture_cultural_village_community
80,"israel, israeli, palestinian, gaza, boycotts",2,2008.4,80_israel_palestinian_israeli_palestinia...
81,"regional, migrants, regionalism, ethnic, global",2,2008.4,81_regionalism_regional_regions_european
82,"organizations, organization, organizational, companies, employees",4,2008.4,82_organizations_organizational_organiza...
83,"policing, police, crime, security, gatekeepers",2,2008.4,83_crime_police_policing_criminal
84,"organs, dead, transplants, transplantation, our",2,2008.4,84_gene_genetic_patent_dna
85,"trust, transparency, public, reputation, accountability",4,2008.4,85_trust_accountability_transparency_pub...
87,"engineering, makers, learning, engineers, skills",3,2008.4,87_engineering_students_engineers_learni...
88,"corporate, companies, responsibility, corporations, disclosures",7,2008.4,88_corporate_business_responsibility_com...
89,"citizenship, governmentality, milk, dairy, kosovo",3,2008.4,89_agriculture_agricultural_foodservice_...
90,"brazil, mercosur, brazilian, brazils, america",2,2008.4,90_nafta_agreement_mexico_brazil
91,"indian, bollywood, india, indias, films",3,2008.4,91_india_indias_indian_tourism
92,"korea, singapore, innovation, asian, industries",2,2008.4,92_asian_asia_china_growth
93,"pigs, lanka, pig, hawaii, lankan",2,2008.4,93_lanka_lankan_tamil_islands
94,"loyalty, respondents, customers, consumers, customer",1,2008.4,94_universities_education_university_aca...
95,"policy, foreign, gulf, iran, iraq",2,2008.4,95_policy_foreign_opinion_attitudes
96,"australian, australia, zealand, british, australias",3,2008.4,96_australian_australia_australias_indig...
97,"kazakhstan, mongolia, mongolias, uzbekistan, kazakh",3,2008.4,97_kazakhstan_mongolia_uzbekistan_kazakh
98,"legal, orders, law, tax, order",1,2008.4,98_states_security_mongolia_mongolias
99,"peasants, biotechnology, gm, biosafety, agricultural",2,2008.4,99_agricultural_farmers_gm_crops
100,"learning, empowerment, participatory, participation, development",2,2008.4,100_empowerment_volunteers_participation...
101,"library, libraries, services, partnerships, faculty",1,2008.4,101_library_libraries_consultants_librar...
102,"global, international, urban, actorhood, urbanisation",1,2008.4,102_multilateral_multilateralism_interna...
103,"mubarak, egypt, technoscientific, mubaraks, innopolis",2,2008.4,103_library_university_mu_libraries
104,"perelman, rhetoric, silence, argumentation, mortara",1,2008.4,104_sociology_typologies_social_regulati...
105,"lazy, officials, laziness, politics, policy",1,2008.4,105_policy_legislators_rationality_polic...
106,"corporate, corporations, companies, harassment, audit",2,2008.4,106_corporate_companies_corporations_sha...
107,"indigenous, music, peoples, cultures, quijano",1,2008.4,107_indigenous_peoples_cree_cultural
108,"governmentality, scholars, hegemony, australian, indian",4,2008.4,108_theory_governmentality_political_mac...
111,"peacebuilding, peace, militaries, military, peacekeepers",1,2008.4,111_peacebuilding_peace_humanitarian_con...
112,"epidemics, epidemic, infectious, ebola, infection",2,2008.4,112_antivenoms_infectious_antivenom_dise...
113,"women, womens, violence, female, girls",1,2008.4,113_militant_isis_propaganda_jihadist
114,"regional, states, multilateral, enforcers, diplomacy",1,2008.4,114_hungarian_iran_attacks_nato
116,"institutional, institutions, contract, choice, choices",3,2008.4,116_institutional_institutions_instituti...
117,"poverty, assistance, mexico, transfers, poor",1,2008.4,117_corruption_mexico_argentina_injustic...
118,"fdi, corruption, countries, investment, industry",2,2008.4,118_israeli_israel_investment_investor
119,"patent, patents, infringement, trial, trademark",6,2008.4,119_patent_patents_court_copyright
120,"bank, financial, banks, pbf, institutions",2,2008.4,120_bank_pbf_banks_budget
121,"g20, eu, brics, european, meetings",2,2008.4,121_g20_brics_brazil_brazils
122,"schools, school, schooling, student, tutoring",1,2008.4,122_schools_school_schooling_teachers
124,"industries, chinese, china, culture, production",2,2008.4,124_chinese_culture_china_ideological
125,"genocide, rwanda, rwandan, burundi, rwandans",1,2008.4,125_genocide_rwanda_rwandan_deadwood
126,"exile, mexico, exiles, spanish, scientists",2,2008.4,126_anthropology_art_political_vichy
127,"nationalism, nationalist, arab, patriotism, islam",3,2008.4,127_nationalism_patriotism_nation_nation...
128,"universities, academic, academics, funding, france",1,2008.4,128_researchers_funding_strategic_scienc...
130,"iran, iranian, irans, securitization, securitizations",1,2008.4,130_iran_irans_iranian_gulf
131,"tax, gst, taxation, taxes, revenues",3,2008.4,131_tax_taxation_taxes_reform
133,"peace, peacekeeping, war, conflicts, vvhich",1,2008.4,133_un_nations_civilizations_internation...
135,"reliance, reliances, textiles, textile, industries",2,2008.4,135_industrial_growth_protoindustries_pr...
136,"sanctions, terrorists, sponsor, sponsors, terrorist",2,2008.4,136_sanctions_militarization_ngos_mining
137,"russia, pipeline, china, russian, russochinese",1,2008.4,137_gas_oil_renewable_biofuels
138,"trade, global, international, wto, governance",2,2008.4,138_global_economic_governance_globaliza...
139,"china, africa, african, chinaafrica, chinas",1,2008.4,139_africa_aid_angola_namibia
-1,"social, can, research, will, their",551,2011.3,-1_we_can_more_social
0,"law, court, legal, courts, jurisdiction",50,2011.3,0_law_court_courts_legal
1,"media, internet, news, journalists, digital",70,2011.3,1_media_news_internet_digital
2,"eu, european, union, eus, cooperation",58,2011.3,2_eu_european_eus_europe
3,"migration, migrants, immigration, refugees, immigrants",53,2011.3,3_migration_migrants_immigration_immigra...
4,"africa, african, pension, government, political",48,2011.3,4_african_africa_government_political
5,"china, chinese, chinas, urbanization, economic",30,2011.3,5_china_chinese_chinas_economic
6,"research, journals, journal, publications, scientists",24,2011.3,6_journals_journal_scientists_publicatio...
7,"children, age, youth, poverty, childrens",21,2011.3,7_children_poverty_labor_school
8,"women, gender, womens, female, her",12,2011.3,8_women_gender_womens_female
9,"climate, geoengineering, environmental, nmfs, emissions",11,2011.3,9_climate_emissions_environmental_carbon
10,"rights, dignity, obligations, legal, law",23,2011.3,10_rights_right_consent_law
11,"religious, religion, religions, christian, god",15,2011.3,11_religious_religion_churches_god
12,"democracy, democratic, political, parties, populist",19,2011.3,12_democracy_political_democratic_partie...
13,"globalization, global, economic, culture, china",20,2011.3,13_globalization_global_world_culture
14,"language, languages, foreign, students, teaching",10,2011.3,14_language_languages_teaching_teachers
15,"capital, capitalism, economic, economics, capitalist",13,2011.3,15_capital_capitalism_economic_economics
16,"poland, yugoslav, european, polish, hungarian",13,2011.3,16_polish_poland_yugoslavia_kosovo
17,"russian, russia, russias, moscow, putin",17,2011.3,17_russian_russia_russias_moscow
18,"care, healthcare, vaccination, nurses, immunization",13,2011.3,18_health_care_insurance_healthcare
19,"islamic, islam, muslim, blasphemy, allah",9,2011.3,19_islamic_islam_muslim_muslims
20,"aid, donors, donor, development, countries",12,2011.3,20_aid_donors_donor_countries
21,"terrorism, terrorist, attacks, terrorists, rebel",11,2011.3,21_terrorism_terrorist_attacks_terrorist...
22,"universities, university, academic, faculty, academics",9,2011.3,22_universities_university_academic_facu...
23,"education, school, students, educational, university",13,2011.3,23_education_school_students_schools
24,"corruption, corrupt, bribery, bribes, fcpa",12,2011.3,24_corruption_corrupt_bribery_bribes
25,"voting, electoral, voters, vote, election",11,2011.3,25_voting_electoral_voters_vote
26,"military, war, army, armed, soldiers",13,2011.3,26_military_forces_war_army
27,"constitutional, constitution, law, constitutions, legal",12,2011.3,27_constitutional_constitution_law_court...
28,"japan, japanese, korea, korean, japans",8,2011.3,28_korea_japan_korean_japanese
29,"turkish, turkey, turkeys, akp, foreign",10,2011.3,29_turkey_turkish_turkeys_kurdish
30,"students, universities, vocational, interns, university",8,2011.3,30_students_education_universities_colle...
31,"teachers, teacher, students, teaching, learning",9,2011.3,31_teachers_teacher_teaching_students
32,"arab, iraq, saudi, iran, gulf",13,2011.3,32_arab_saudi_egypt_aid
33,"environmental, conservation, environment, community, communities",12,2011.3,33_environmental_conservation_biodiversi...
34,"ethnocentrism, ukraine, growth, consumer, economic",9,2011.3,34_growth_ukraine_economic_production
35,"asean, myanmar, china, asia, asian",10,2011.3,35_asean_myanmar_asia_asian
36,"sports, sport, games, basketball, game",8,2011.3,36_sports_sport_games_athletes
37,"sustainable, sustainability, development, environmental, natural",11,2011.3,37_sustainability_sustainable_environmen...
38,"entrepreneurship, entrepreneurs, entrepreneurial, business, entrepreneur",8,2011.3,38_entrepreneurship_entrepreneurial_entr...
39,"development, mdgs, poverty, sustainable, mdg",7,2011.3,39_development_poverty_sustainable_mdgs
40,"protests, political, civil, campaigns, protest",10,2011.3,40_state_sovereignty_territory_states
41,"security, odb, intelligence, surveillance, military",10,2011.3,41_intelligence_surveillance_security_pr...
42,"fiscal, crisis, debt, crises, banking",3,2011.3,42_crises_debt_financial_currency
43,"indonesia, indonesian, papua, malaysia, malay",8,2011.3,43_indonesia_indonesian_indonesias_malay...
44,"diplomacy, diplomatic, tourism, foreign, cultural",7,2011.3,44_diplomacy_diplomatic_diplomats_foreig...
45,"tourism, tourist, tourists, ecotourism, conservation",1,2011.3,45_tourism_tourists_tourist_destination
46,"governance, accountability, ngos, corruption, compliance",7,2011.3,46_governance_accountability_ngos_democr...
47,"soviet, war, mao, chiang, russia",14,2011.3,47_soviet_war_us_military
48,"nigeria, nigerian, nigerias, africa, oil",4,2011.3,48_nigeria_nigerian_nigerias_government
49,"education, students, universities, university, college",10,2011.3,49_students_education_universities_colle...
50,"russia, ukraine, russian, soviet, stalin",5,2011.3,50_russia_ukraine_russian_crimea
51,"nuclear, weapons, fuel, deterrence, reactors",5,2011.3,51_nuclear_weapons_deterrence_war
52,"moral, hitler, autonomy, constitutivism, his",7,2011.3,52_moral_legitimacy_autonomy_property
53,"city, urban, cities, towns, local",5,2011.3,53_city_cities_urban_neighborhood
54,"canadian, canada, federalism, federal, immigration",9,2011.3,54_canadian_federal_canada_government
55,"education, educational, professional, students, training",6,2011.3,55_education_educational_students_univer...
56,"amazon, regionalism, brazil, brazilian, america",4,2011.3,56_brazil_brazilian_brazils_regional
57,"maritime, sea, piracy, seafarers, ship",8,2011.3,57_maritime_piracy_sea_inuit
58,"wto, trade, lumber, agreement, dispute",5,2011.3,58_wto_trade_dispute_settlement
59,"ideological, students, education, colleges, teaching",6,2011.3,59_ideological_education_colleges_politi...
60,"law, musicians, language, court, european",6,2011.3,60_law_legal_eu_jurisdiction
61,"conflict, conflicts, violence, peacekeeping, war",7,2011.3,61_conflict_violence_peace_conflicts
62,"disasters, disaster, earthquake, disability, emergency",7,2011.3,62_disaster_disasters_earthquake_emergen...
63,"internationalization, universities, university, hku, international",11,2011.3,63_internationalization_universities_uni...
64,"strategy, bush, global, economy, strategymakers",3,2011.3,64_us_china_world_american
65,"copyright, authors, author, publication, copies",5,2011.3,65_copyright_authors_rabbinic_author
66,"water, sanitation, dams, toilets, discourses",7,2011.3,66_sanitation_dams_toilets_dam
67,"ksa, petroleum, exchange, oil, inflation",4,2011.3,67_gas_oil_petroleum_production
68,"leadership, leaders, hsis, students, competencies",5,2011.3,68_leadership_leaders_leader_organizatio...
69,"heritage, cultural, ecumenical, restoration, archaeological",9,2011.3,69_heritage_cultural_unesco_archaeologic...
70,"informatics, assessment, evaluations, evaluation, programs",5,2011.3,70_evaluation_development_policy_assessm...
71,"ethics, ethical, moral, business, beliefs",4,2011.3,71_ethical_ethics_moral_business
72,"war, guild, guilds, military, army",5,2011.3,72_war_military_wars_wartime
73,"foreign, nigeria, nigerias, international, diplomacy",9,2011.3,73_foreign_diplomacy_russia_internationa...
74,"accounting, cartel, ec, forensic, ecj",5,2011.3,74_accounting_standards_accountants_cart...
75,"innovation, technological, technology, industrial, industryuniversityresearch",2,2011.3,75_innovation_technology_technological_i...
76,"ngos, nonprofit, organizations, ngo, nccs",6,2011.3,76_ngos_organizations_nonprofit_ngo
77,"torture, counterterrorism, security, rightsprotective, obamas",1,2011.3,77_obama_trump_us_war
78,"citizenship, citizens, law, national, citizen",5,2011.3,78_citizenship_citizens_born_citizen
79,"culture, tribal, cultural, tribes, community",4,2011.3,79_culture_cultural_village_community
80,"palestinian, israel, palestinians, israeli, palestine",4,2011.3,80_israel_palestinian_israeli_palestinia...
81,"regional, regionalism, asean, cooperation, european",5,2011.3,81_regionalism_regional_regions_european
82,"cooperative, organizations, employees, cooperatives, organizational",3,2011.3,82_organizations_organizational_organiza...
83,"police, crime, criminal, policing, crimes",6,2011.3,83_crime_police_policing_criminal
84,"gene, genetic, patent, dna, genomic",8,2011.3,84_gene_genetic_patent_dna
